chapter_id,volume,chapter,source_file,line_start,line_end,source_heading,linked_scene_ids,status,boundary_status,remaining_review,notes
Adi042,1,42,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,21261,21772,"(ಜರತ್ಕಾರುವಿನ ವಿವಾಹ, ಪತ್ನಿಯ ಗರ್ಭೋತ್ಪತ್ತಿ ಮತ್ತು ವ್ಯಾಜದಿಂದ ಪತ್ನಿಯ ಪರಿತ್ಯಾಗ.)",G10-S10 | G10-S11 | G10-S12,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi043,1,43,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,21773,21996,(ತಂಗಿಯಿಂದ್ದ ವಾಸುಕಿಗೆ ವೃತ್ತಾಂತ ಕಥನ. ಗರ್ಭೋತ್ಪತ್ತಿ ಶ್ರವಣದಿಂದ  ವಾಸುಕಿಯ ಹರ್ಷ. ಆಸ್ಟೀಕನ ಉತ್ಪತ್ತಿ .),G11-S01,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi044,1,44,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,21997,22296,(ಪರೀಕ್ಷಿದ್ರಾಜನ ಮರಣವಿಸಯದಲ್ಲಿವಮಂತ್ರಿಗಳನ್ನು ಕುರಿತು ಜನಮೇಜಯನ ಪ್ರಶ್ನೆ. ಮಂತ್ರಿಗಳ ಉತ್ತರ.),G11-S02,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi045,1,45,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,22297,22676,(ಮಂತ್ರಿಗಳ ವಚನವನ್ನು ಕೇಳಿ ತಕ್ಷಕನ ಮೇಲೆ ರಾಜನ ಕೋಪ ಮತ್ತು ಸರ್ಪಯಾಗ ಸಂಕಲ್ಪ .),G11-S02 | G11-S03 | G11-S04,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi046,1,46,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,22677,22946,(ಜನಮೇಜಯನಿಂದ ಯತ್ತಿಜರ ಮೂಲಕ ಸರ್ಪಯಾಗ ಪ್ರಾರಂಭ. ಅನೇಕ ಸರ್ಪಗಳ ಹೋಮ.),G11-S04 | G11-S05 | G11-S06,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi047,1,47,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,22947,23184,(ಸರ್ಪಸತ್ರದಲ್ಲಿ ಭಾಗವಹಿಸಿದ ಖುತ್ತಿಜರ ನಾಮಕೀರ್ತನೆ. ವಾಸುಕಿಯಿಂದ ತನ್ನ ತಂಗಿಯನ್ನು ಕುರಿತು ಆಸ್ತೀಕನನ್ನು ಕಳುಹಿಸಿ ಸರ್ಪಯಾಗವನ್ನು ನಿಲ್ಲಿಸುವಂತೆ ಸೂಚನೆ.),G11-S06 | G11-S07,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi048,1,48,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,23185,23567,"(ಸರ್ಪಗಳನ್ನು ರಕ್ಷಿಸಲು ತಾಯಿಯಿಂದ ಆಸ್ತೀಕನಿಗೆ ಚೋದನೆ. ಆಸ್ತೀಕನಿಂದ ೯   ಸೂತಃ   ತತ ಆಹೂಯ ಪುತ್ರಂ ಸ್ಟಂ ಜರತ್ಕಾರುರ್ಭುಜಂಗಮಾ । ವಾಸುಕೇರ್ನಾಗರಾಜಸ್ಯ ವಚನಾದಿದಮಬ್ರವೀತ್‌ Hon   -&28- ಮಹಾಭಾರತ ಆದಿಪರ್ವ   ಅನಂತರ ಸರ್ಪಿಣಿಯಾದ ಜರತ್ಕಾರುವು ಮಗನನ್ನು ಕರೆದು ನಾಗರಾಜನಾದ ವಾಸುಕಿಯ ಮಾತಿನಂತೆ ಹೀಗೆ ಮಾತನಾಡಿದಳು. ಅಹಂ ತವ ಪಿತುಃ ಪುತ್ರ ಭ್ರಾತ್ರಾ ದತ್ತಾ ನಿಮಿತ್ತತಃ । ಕಾಲಃ ಸ ಏಷ ಸಂಪ್ರಾಪ್ತಃ ತತ್‌ ಕುರುಷ್ಠ ಯಥಾತಥಮ್‌  ॥೨॥ ಪುತ್ರನೇ, ನಾನು ನನ್ನ ಅಣ್ಣನಿಂದ ಒಂದು ಪ್ರಯೋಜನವನ್ನು ಉದ್ದೇಶಿಸಿ ನಿನ್ನ ತಂದೆಗೆ ಕೊಡಲ್ಲಟ್ಟೆ. ಆ ಪ್ರಯೋಜನದ ಕಾಲವು ಈಗ ಒದಗಿಬಂದಿದೆ. ಅದನ್ನು ಸರಿಯಾಗಿ ನೆರವೇರಿಸು. ಆಸ್ತೀಕಃ",G11-S07,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi049,1,49,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,23568,23814,(ಆಸ್ತೀಕನಿಂದ ಜನಮೇಜಯನ ಯಾಗದ ಪ್ರಶಂಸೆ.),G11-S08,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi050,1,50,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,23815,24155,(ಜನಮೇಜಯನ ಹರ್ಷ. ಬ್ರಾಹ್ಮಣವಚನದೆಂತೆ ಆಸ್ತೀಕನಿಗೆ ಸರ್ಪಯಾಗವಿರಾಮ ವರದಾನ. ),G11-S09 | G11-S10,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi051,1,51,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,24156,24341,(ಸರ್ಪಸತ್ರದಲ್ಲಿದಗ್ಗರಾದ ಸರ್ಪಗಳ ನಾಮಕೀರ್ತನೆ),G11-S12,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi052,1,52,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,24342,24646,(ಸರ್ಪಸತ್ರ ಸಮಾಪ್ತಿ. ಆಸ್ಟೀಕನಿಂದ ಸರ್ಪಗಳಿಗೆ ವರದಾನ.),G11-S11 | G11-S13,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi053,1,53,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,24647,24964,(ಭಾರತ ಕಥೆಯನ್ನು ಹೇಳಲು ಸೂತರ ಪ್ರತಿಜ್ಞೆ ವ್ಯಾಸರಿಂದ ವೈಶಂಪಾಯನರಿಗೆ ಭಾರತಕಥೆಯನ್ನು ಹೇಳಲು ಪ್ರೇರಣೆ),G12-S01,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi054,1,54,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,24965,25535,(ವೈಶಂಪಾಯನರಿಂದ ಸಂಕ್ಷೇಪವಾಗಿ ಭಾರತಕಥಾ ನಿರೂಪಣೆ),G12-S02,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi055,1,55,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,25536,26184,(ಭಾರತಪ್ರಶಂಸೆ ಮತ್ತು ಭಾರತಶ್ರವಣದ ಫಲನಿರೂಪಣೆ),G12-S03,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi056,1,56,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,26185,27499,(ಪುರುವಂಶ ನಿರೂಪಣೆ),G12-S04 | G12-S05,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi057,1,57,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,27500,29479,(ಉಪರಿಚರೋಪಾಖ್ಯಾನ ಮತ್ತು ವೇದವ್ಯಾಸದೇವರ ಪ್ರಾದುರ್ಭಾವ.),G12-S06 | G12-S07 | G12-S08 | G12-S09 | G12-S10 | G12-S11 | G12-S12 | G12-S13 | G12-S14 | G12-S15 | G12-S16 | G12-S17 | G12-S18,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi058,1,58,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,29480,29810,(ಸಂಕ್ಷೇಪವಾಗಿ ಭೀಷ್ಮರ ಮತ್ತು ಪಾಂಡವರ ಜನ್ಮಕಥನ.),G12-S19,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi059,1,59,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,29811,30310,(ಭೂಭಾರ ಹರಣವನ್ನು ಮಾಡಲು ಅವತಾರ ಮಾಡುವಂತೆ ನಾರಾಯಣನಲ್ಲಿ ಇಂದ್ರನ ಪ್ರಾರ್ಥನೆ.),G12-S20,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi060,1,60,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,30311,30763,(ಅದಿತಿ ಮೊದಲಾದ ದಕ್ಷಕನ್ಯೆಯರ ವಂಶದ ಕಥನ.),G12-S21,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi061,1,61,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,30764,31562,(ಬುಷ್ಯಾದಿ ವಂಶಕಥನ.),G12-S22,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi062,1,62,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,31563,32584,(ಭೂಮಿಯಲ್ಲಿದೇವತೆಗಳ ಮತ್ತು ದಾನವರ ಅಂಶಾವತರಣ ಕಥನ.),G12-S23 | G12-S24,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi063,1,63,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,32585,32736,(ಸಿಂಹಾವಲೋಕನ ನ್ಯಾಯದಿಂದ ಪುನಃ ಪೂರುವಂಶ ಕಥನ.),G12-S25,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi064,2,64,MAHABHARATA-2-AADIPARVA_djvu.txt,491,1006,(ಕುರುವಂಶ ಕಥನ ಪ್ರಾರಂಭ. ಸಂಕ್ಷೇಪವಾಗಿ ಯಾಯಾತಿಯ ಚರಿತೆಯ ನಿರೂಪಣೆ.),G13-S01 | C64-S01 | C64-S02 | C64-S03 | C64-S04,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi065,2,65,MAHABHARATA-2-AADIPARVA_djvu.txt,1007,1886,"(ಯಯಾತಿಯ ಚರಿತ್ರೆಯನ್ನು ವಿಸ್ತಾರವಾಗಿ ಹೇಳಲು ಪ್ರಾರಂಭ. ಕಚನು ಶುಕ್ರಾಚಾರ್ಯರಲ್ಲಿ ಶಿಷ್ಯವೃತ್ತಿಯನ್ನು ಮಾಡಿ, ಮೃತಸಂಜೀವನೀವಿದ್ಯೆಯನ್ನು ಸಂಪಾದಿಸುವುದು.)",G13-S02 | G13-S03 | G13-S04 | G13-S05 | G13-S06,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi066,2,66,MAHABHARATA-2-AADIPARVA_djvu.txt,1887,2125,(ಕಚನಲ್ಲಿದೇವಯಾನಿಯ ಪ್ರೀತಿ ಮತ್ತು ಪರಸ್ಪರ ಶಾಪದಾನ.),G13-S07 | G13-S08,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi067,2,67,MAHABHARATA-2-AADIPARVA_djvu.txt,2126,2736,"(ಶರ್ಮಿಷ್ಠೆ ದೇವಯಾನಿಯರ ಕಲಹ, ಯಯಾತಿಯಿಂದ ದೇವಯಾನಿಯ ಉದ್ಧರಣ)",G14-S01 | G14-S02 | G14-S03,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi068,2,68,MAHABHARATA-2-AADIPARVA_djvu.txt,2737,3000,(ಶುಕ್ರದೇವಯಾನಿಯರ ಸಂವಾದ),G14-S03,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi069,2,69,MAHABHARATA-2-AADIPARVA_djvu.txt,3001,3353,"(ಶುಕ್ರರಕೋಪವಚನ, ವೃಷಪರ್ವನ ಕ್ಹಮಾಯಾಚನೆ ಮತ್ತು ಶರ್ಮಿಷ್ಮೆಯ ದಾಸ್ಯಭಾವ)",G14-S04,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi070,2,70,MAHABHARATA-2-AADIPARVA_djvu.txt,3354,3867,"(ಯಯಾತಿ ದೇವಯಾನಿಯರ ವಿವಾಹ, ಯಯಾತಿಯನ್ನುಕುರಿತು ಶುಕ್ರಾಚಾರ್ಯರ ಆದೇಶ)",G14-S05,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi071,2,71,MAHABHARATA-2-AADIPARVA_djvu.txt,3868,4306,(ದೇವಯಾನಿಗೆ ಪುತ್ರೋತ್ತತ್ತಿ. ದೇವಯಾನಿಗೆ ತಿಳಿಯದಂತೆ ಶರ್ಮಿಷ್ಠೆಗೂ ಪುತ್ರೋತ್ಪತ್ತಿ.),G14-S06,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi072,2,72,MAHABHARATA-2-AADIPARVA_djvu.txt,4307,4997,"(ಯಯಾತಿ ಶರ್ಮಿಷ್ಠೆಯರ ಪ್ರಣಯ ಪ್ರಸಂಗ. ದೇವಯಾನಿಯು ದೂರು, ಶುಕ್ರಾಚಾರ್ಯರ ಶಾಪ ಮತ್ತು ಪಾಕ್ಷಿಕ ಪರಿಹಾರ.)",G14-S06 | G14-S07 | G14-S08,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi073,2,73,MAHABHARATA-2-AADIPARVA_djvu.txt,4998,5350,"(ಶಾಪದಿಂದ ಯಯಾತಿಯ ವಿಹ್ನಲತೆ, ಉಳಿದ ಮಕ್ಕಳಿಂದ ನಿರಾಕರಣೆ, ಪೂರುವಿನ ಪಿತೃಭಕ್ತಿ, ಅವನಿಗೆ ಯಯಾತಿಯ ವರಪ್ರದಾನ.)",G14-S08 | G15-S01,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi074,2,74,MAHABHARATA-2-AADIPARVA_djvu.txt,5351,5684,"(ಯಯಾತಿಯ ವೈರಾಗ್ಯ, ಪೂರುವಿಗೆ ರಾಜ್ಯಾಭಿಷೇಕ ಮತ್ತು ಯಯಾತಿಯ ವನಪ್ರಾಪ್ತಿ.)",G15-S01 | G15-S02 | G15-S03,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi075,2,75,MAHABHARATA-2-AADIPARVA_djvu.txt,5685,5866,"(ತಪಸ್ಸನ್ನು ಆಚರಿಸಿ, ಯಯಾತಿಯ ಸ್ವರ್ಗಗಮನ, ಇಂದ್ರನಿಂದ ಪತನ ಮತ್ತು ಪುನಃ ಸ್ವರ್ಗ ಪ್ರಾಪ್ತಿ.)",G15-S04,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi076,2,76,MAHABHARATA-2-AADIPARVA_djvu.txt,5867,6117,"(ಸ್ವರ್ಗದಲ್ಲಿ ಇಂದ್ರ ಯಯಾತಿಯ ಸಂವಾದ, ಪೂರುವಿಗೆ ರಾಜ್ಯವನ್ನು ಕೊಡುವಾಗ ಯಯಾತಿಯ ಉಪದೇಶದ ಕಥನ.)",G15-S04 | V2202-S01 | V2202-S02 | V2202-S03,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi077,2,77,MAHABHARATA-2-AADIPARVA_djvu.txt,6118,6299,"(ಸಂವಾದದ ಮಧ್ಯದಲ್ಲಿಯಯಾತಿಯ ಅಹಂಕಾರವಚನ, ಸರ್ಗದಿಂದ ಸಜ್ಜನರ ಮಧ್ಯೆ ಪತನ, ಅಷ್ಟಶಪ್ರಶ್ನ.)",G15-S05 | V2203-S01,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi078,2,78,MAHABHARATA-2-AADIPARVA_djvu.txt,6300,6633,"(ಯಯಾತಿಯಿಂದ ತನ್ನಪರಿಚಯ ಕಥನ, ಅಷ್ಟಕನೊಂದಿಗೆ ಸಂವಾದ.)",G15-S06 | V2204-S01 | V2204-S02 | V2204-S03,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi079,2,79,MAHABHARATA-2-AADIPARVA_djvu.txt,6634,7066,(ಮೃತನಾದವನಿಗೆ ಸರ್ಗಾದಿಭೋಗಾನಂತರದಲ್ಲಿಶರೀರಾಂತರಪ್ರಾಪ್ತಿ ಮತ್ತು ಪುನರ್ಜನ್ಮ ಪ್ರಕಾರದ ಕಥನ),G15-S06 | V2205-S01 | V2205-S02 | V2205-S03 | V2205-S04,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi080,2,80,MAHABHARATA-2-AADIPARVA_djvu.txt,7067,7308,"(ಅಷ್ಟಕಯಯಾತಿಸಂವಾದ, ಬ್ರಹ್ಮಚರ್ಯಾದಿ ಆಶ್ರಮಧರ್ಮಕಥನ.)",G15-S07 | V2206-S01 | V2206-S02 | V2206-S03,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi081,2,81,MAHABHARATA-2-AADIPARVA_djvu.txt,7309,7692,"(ಅಷ್ಟಕ ಮತ್ತು ಪ್ರತರ್ದನರ ಜೊತೆಯಲ್ಲಿ ಯಯಾತಿಯ ಸಂವಾದ, ಅವರು ಕೊಡಲಿಚ್ಛಿಸಿದ ಪುಣ್ಯಲೋಕಗಳ ನಿರಾಕರಣೆ.)",G15-S07 | V2207-S01 | V2207-S02 | V2207-S03,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi082,2,82,MAHABHARATA-2-AADIPARVA_djvu.txt,7693,8294,"(ವಸುಮನಾ ಮತ್ತು ಶಿಬಿಯೊಡನೆ ಯಯಾತಿಯ ಸಂವಾದ, ಅವರ ಪುಣ್ಯಲೋಕಗಳ ನಿರಾಕರಣೆ, ಪುನಃ ಅಷ್ಟಕನೊಡನೆ ಸಂವಾದ.)",G15-S07 | G15-S08 | V2208-S01 | V2208-S02 | V2208-S03 | V2208-S04 | V2208-S05 | V2209-S01 | V2209-S02,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi083,2,83,MAHABHARATA-2-AADIPARVA_djvu.txt,8295,8461,(ಸಿಂಹಾವಲೋಕನ ನ್ಯಾಯದಿಂದ ಪುನಃ ಪೂರುವಂಶ ಕಥನ.),G16-S01 | C83-S01 | C83-S02 | C83-S03 | C83-S04,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi084,2,84,MAHABHARATA-2-AADIPARVA_djvu.txt,8462,8593,"( poy ಆ ಇ ಜನಮೇಜಯಃ   ಭಗವನ್‌ ವಿಸ್ತರೇಣೇಹ ಭರತಸ್ಯ ಮಹಾತ್ಮನಃ I ಜನ್ಮ ಕರ್ಮ ಚ ಶುಶ್ರೂಷೋಸ್ತನ್ನೇ ಶಂಸಿತುಮರ್ಹಸಿ Holl   ಪೂಜ್ಯರೇ, ಭರತವಂಶದಲ್ಲಿ ಹುಟ್ಟಿದ ಮಹಾತ್ಮನಾದ ದುಷ್ನಂತನ ಜನ್ಮ ಕರ್ಮಗಳನ್ನುವಿಸ್ತಾರವಾಗಿ ಕೇಳಬಯಸುವ ನನಗೆ ಅದನ್ನುತಿಳಿಸಬೇಕು.   ವೈಶಂಪಾಯನಃ   ಪೌರವಾಣಾಂ ವಂಶಕರೋ ದುಪ್ಪಂತೋ ನಾಮ ವೀರ್ಯವಾನ್‌ । ಪೃಥಿವ್ಯಾಶ್ಚತುರಂತಾಯಾ ಗೋಪ್ತಾ ಭರತಸತ್ತಮ Wl   ಎಲೈ ಭರತಸತ್ತಮನೇಮ ಪೌರವ ವಂಶಧರನಾದ ದುಷ್ಟಂತನೆಂಬ ಪರಾಕ್ರಮಶಾಲಿಯು ನಾಲ್ಕುತುದಿಗಳವರೆಗೂ ಇದ್ದ ಭೂಮಿಗೆ ರಕ್ಷಕನಾಗಿದ್ದನು.  ",G16-S01,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi085,2,85,MAHABHARATA-2-AADIPARVA_djvu.txt,8594,8840,"(ದುಷ್ನಂತನ ಬೇಟೆ, ಅರಣ್ಯ ಪ್ರವೇಶ ಮತ್ತು ಮೃಗಗಳ ವಧೆ.)",G16-S02,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi086,2,86,MAHABHARATA-2-AADIPARVA_djvu.txt,8841,9328,(ಬೇಟೆಯಾಡುವ ಪ್ರಸಂಗದಿಂದ ದುಷ್ಪಂತನ ಕಣ್ಣಾಶ್ರಮ ಪ್ರಾಪ್ತಿ ಮತ್ತು ಆ ಆಶ್ರಮದ ವರ್ಣನೆ.),G16-S03,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi087,2,87,MAHABHARATA-2-AADIPARVA_djvu.txt,9329,9864,"(ಆಶ್ರಮದಲ್ಲಿದುಷ್ಟಂತ ಶಕುಂತಲೆಯರ ಸಮಾಗಮ, ಪರಸ್ಪರ ಸಂಭಾಷಣೆ.)",G16-S04,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi088,2,88,MAHABHARATA-2-AADIPARVA_djvu.txt,9865,10145,(ವಿಶ್ವಾಮಿತ್ರರಿಂದ ಮೇನಕೆಯಲ್ಲಿಶಕುಂತಲೆಯ ಜನ್ಮಕಥನ),G16-S05,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi089,2,89,MAHABHARATA-2-AADIPARVA_djvu.txt,10146,10797,"(ದುಷ್ಟ್ಪಂತ ಶಕುಂತಲೆಯರ ವಿವಾಹ, ಶಕುಂತಲೆಯ ಷರತ್ತು, ಕಣ್ಣರಿಂದ ವಿವಾಹದ ಅನುಮೋದನೆ.)",G16-S06 | G16-S07,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi090,2,90,MAHABHARATA-2-AADIPARVA_djvu.txt,10798,11838,"(ಶಕುಂತಲೆಯ ಗರ್ಭವೃದ್ದಿ , ಮೂರು ವರ್ಷಗಳ ನಂತರ ಪುತ್ರೋತ್ಪತ್ತಿ, ಶಿಶುವಿನ ನಾಮಕರಣ ಮತ್ತು ಬಾಲಲೀಲೆಗಳು.)",G16-S08,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
Adi091,2,91,MAHABHARATA-2-AADIPARVA_djvu.txt,11839,13005,(ದುಷ್ನಂತ ಶಕುಂತಲೆಯರ ಸಂವಾದ. ಶಕುಂತಲೆಯಿಂದ ಪತ್ನಿ ಮತ್ತು ಪುತ್ರರ ಮಹತ್ತದ ವರ್ಣನೆ.),G16-S09 | G17-S01 | G17-S02,source-linked narrative draft; passage completeness NOT certified,heading_observed_not_scan_verified,"Compare every verse, explanation, named entry and commentary point with source. A citation range overlap is not proof that all content is spoken.",
