block_id,file,line_start,line_end,chapter_ids,linked_scene_ids,source_text,retention_status,adaptation_verification,source_layer_candidate
V1L02313,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2313,2313,,I1-S01 | FF01-S15,ಯೋ ವಿದ್ಯಾಚ್ಚತುರೋ ವೇದಾನ್‌ ಸಾಂಗೋಪನಿಷದೋ ದ್ವಿಜಃ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02315,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2315,2315,,I1-S01 | FF01-S15,ನ ಚಾಖ್ಯಾನಮಿದಂ ವಿದ್ಯಾನ್ಸೈವ ಸ ಸ್ಕಾದ್‌ ವಿಚಕ್ಷಣಃ ॥ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02317,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2317,2319,,I1-S01 | FF01-S15,"ಯಾವ ಬ್ರಾಹ್ಮಣನು ನಾಲ್ಕು ವೇದಗಳನ್ನು ವೇದಾಂಗಗಳು ಮತ್ತು ಉಪನಿಷತ್ತುಗಳ 
ಜೊತೆಯಲ್ಲಿ ತಿಳಿದಿದ್ದರೂ ಈ ಭಾರತಾಖ್ಯಾನವನ್ನು ತಿಳಿಯದಿದ್ದರೆ ಅವನು ವಿದ್ಧಾಂಸನೇ 
ಆಗುವುದಿಲ್ಲ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02321,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2321,2321,,I1-S01 | FF01-S15,ಶ್ರುತ್ವಾ ತ್ವಿದಮುಪಾಖ್ಯಾನಂ ಶ್ರಾವ್ಯಮನ್ಯನ್ನ ರೋಚತೇ ॥ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02323,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2323,2323,,I1-S01 | FF01-S15,ಪುಂಸ್ಕೋಕಿಲರುತಂ ಶ್ರುತ್ವಾ ರೂಕ್ಷಾ ಧ್ವಾಂಕ್ಚಸ್ಯ ವಾಗಿವ ॥ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02326,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2326,2326,,I1-S01 | FF01-S15,LX ಮಹಾಭಾರತ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02329,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2329,2331,,I1-S01 | FF01-S15,"ಪುಂಸ್ಥೋಕಿಲಸ್ನರವನ್ನು ಕೇಳಿ ಕಾಗೆಯ ಒರಟಾದ ಧ್ವನಿಯು ಹೇಗೆ 
ರುಚಿಸುವುದಿಲ್ಲವೋ ಹಾಗೆ ಈ ಮಹಾಭಾರತ ಆಖ್ಯಾನವನ್ನು ಕೇಳಿದ ಮೇಲೆ ಬೇರೆ 
ಯಾವುದನ್ನೂ ಕೇಳಲು ರುಚಿಸುವುದಲ್ಲ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02334,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2334,2334,,I1-S01 | FF01-S15,ಇತಿಹಾಸೋತ್ತಮಾದಸ್ಥಾಜ್ಞಾಯಂತೇ ಕವಿಬುದ್ಧಯಃ 1 ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02336,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2336,2336,,I1-S01 | FF01-S15,ಪಂಚಭ್ಯ ಇವ ಭೂತೇಭ್ಯೋ ಲೋಕಾಃ ಸಂವಿಧಯಸ್ವಯ: 11 ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02338,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2338,2339,,I1-S01 | FF01-S15,"ಪಂಚಭೂತಗಳಿಂದ ಎಲ್ಲ ಲೋಕಗಳ ನಿರ್ಮಾಣ- ವಾದಂತೆ ಎಲ್ಲ ಕವಿಗಳ 
ಬುದ್ಧಿಗಳೂ ಈ ಶ್ರೇಷ್ಠವಾದ ಇತಿಹಾಸದಿಂದ ಉಂಟಾಗುತ್ತವೆ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02342,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2342,2343,,I1-S01 | FF01-S15,"ಅಸ್ಯಾಖ್ಯಾನಸ್ಯ ವಿಷಯೇ ಪುರಾಣಂ ವರ್ತತೇ ದ್ವಿಜಾಃ । 
ಅಂತರಿಕ್ಸಸ್ಯ ವಿಷಯೇ ಪ್ರಜಾ ಇವ ಚತುರ್ವಿಧಾಃ ॥ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02346,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2346,2348,,I1-S01 | FF01-S15,"ಎಲೈ ಬ್ರಾಹ್ಮಣರೇ, ಅಂತರಿಕ್ಷದಲ್ಲಿ ಚಲಿಸುವ ಸೂರ್ಯನ ವಿಷಯದಲ್ಲಿ ಬ್ರಾಹ್ಮಣ, 
ಕೃತ್ರಿಯ, ವೈಶ್ಯ, ಶೂದ್ರರೆಂಬ ನಾಲ್ಕುವಿಧವಾದ ಪ್ರಜೆಗಳು ಗೌರವವನ್ನು ಹೊಂದಿರುವಂತೆ 
ಎಲ್ಲಪುರಾಣಗಳೂ ಈ ಭಾರತದ ಬಗ್ಗೆಗೌರವವನ್ನು ಸೂಚಿಸುತ್ತವೆ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02351,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2351,2352,,I1-S01 | FF01-S15,"ಕ್ರಿಯಾಗುಣಾನಾಂ ಸರ್ವೇಷಾಮಿದಮಾಖ್ಯಾನಮಾಶ್ರಯಃ । 
ಇಂದ್ರಿಯಾಣಾಂ ಚ ಸರ್ವೇಷಾಂ ಚಿತ್ರೈವ ಮನಸಃ ಕ್ರಿಯಾಃ ॥ ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02355,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2355,2357,,I1-S01 | FF01-S15,"ಎಲ್ಲ ಇಂದ್ರಿಯಗಳ ವಿಚಿತ್ರಕ್ರಿಯೆಗಳಿಗೆ ಮನಸ್ಸು ಅಧಾರವಾದಂತೆ, 
ಗ್ರಂಥರಚನೆಯಲ್ಲಿರಬೇಕಾದ ಎಲ್ಲಾ ಗುಣಗಳಿಗೆ ಈ ಭಾರತದ ಆಖ್ಯಾನವು 
ಆಶ್ರಯವಾಗಿದೆ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02360,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2360,2360,,I1-S01 | FF01-S15,ಅನಾಶ್ರಿತ್ಯೈತದಾಖ್ಯಾನಂ ಕಥಾ ಭುವಿ ನ ವಿದ್ಯತೇ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02362,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2362,2362,,I1-S01 | FF01-S15,ಆಹಾರಮನಪಾಶ್ರಿತ್ಯ ಶರೀರಸ್ಯೇವ ಧಾರಣಮ್‌ ॥ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02364,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2364,2364,,I1-S01 | FF01-S15,ಇದಂ ಸರ್ವೈಃ ಕವಿವರೈರಾಖ್ಯಾನಮುಪಜೀವ್ಯತೇ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02366,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2366,2366,,I1-S01 | FF01-S15,ಉದಯಪ್ರೇಪುಭಿರ್ಭೂತೈರಭಿಜಾತ ಇವೇಶ್ವರಃ ॥ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02368,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2368,2372,,I1-S01 | FF01-S15,"ಆಹಾರವನ್ನು ಆಶ್ರಯಿಸದೆ ಶರೀರವು ಹೇಗೆ ಉಳಿಯುವುದಿಲ್ಲವೋ ಹಾಗೆ ಈ 
ಭಾರತವನ್ನು ಉಪಜೀವಿಸದೆ ಭೂಮಿಯಲ್ಲಿ ಯಾವ ಕಥೆಯೂ ಇರುವುದಿಲ್ಲ. 
ಶ್ರೇಯಸ್ಕಾಮಿಗಳಾದ ಜನರು ಮತ್ತ್ಯಕೂರ್ಮಾದಿ ಅವತಾರಗಳನ್ನು ಧರಿಸಿದ 
ನಾರಾಯಣನನ್ನು ಉಪಜೀವಿಸುವಂತೆ ಎಲ್ಲ ಶ್ರೇಷ್ಠ ಕವಿಗಳೂ ಈ ಭಾರತವನ್ನು 
ಉಪಜೀವಿಸುತ್ತಾರೆ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02375,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2375,2375,,I1-S01 | FF01-S15,ಆದಿಪರ್ವ 121 ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02378,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2378,2378,,I1-S01 | FF01-S15,ದ್ವೈಪಾಯನೌಷ್ಠಪುಟನಿಃಸೃತಮಪ್ರಮೇಯಂ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02380,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2380,2380,,I1-S01 | FF01-S15,ಪುಣ್ಯಂ ಪವಿತ್ರಮಥ ಪಾಪಹರಂ ಶಿವಂ ಚ | ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02382,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2382,2382,,I1-S01 | FF01-S15,ಯೋ ಭಾರತಂ ಸಮಾಧಿಗಚ್ಛತಿ ವಾಚ್ಯಮಾನಂ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02384,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2384,2384,,I1-S01 | FF01-S15,ಕಿಂ ತಸ್ಯ ಪುಷ್ಠರಜಲೈರಭಿಷೇಚನೇನ || ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02386,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2386,2389,,I1-S01 | FF01-S15,"ಯಾವನು ವೇದವ್ಯಾಸರ ಓಷ್ಠಪುಟಗಳಿಂದ ಹೊರಗೆ ಹರಿದುಬಂದ ಪುಣ್ಯಪ್ರದವೂ, 
ಪವಿತ್ರವೂ, ಪಾಪಹರವೂ, ಮಂಗಳಪ್ರದವೂ ಆದ ಈ ಭಾರತದ ಕಥೆಯನ್ನು 
ನಿರೂಪಿಸುವುದನ್ನು ಕೇಳುತ್ತಾನೆಯೋ ಅವನಿಗೆ ಪುಷ್ಕರತೀರ್ಥದ ಜಲದ ಸ್ನಾನದಿಂದ 
ಆಗಬೇಕಾದ ಪ್ರ ಖೋಜನವೇನು? ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02392,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2392,2393,,I1-S01 | FF01-S15,"ಯೇನ ತ್ವಯಾ ಭಾರತತೈಲಪೂರ್ಣಃ ಪ್ರಜ್ಞಾಲಿತೋ ಜ್ಞಾನಮಯಃ ಪ್ರದೀಪಃ ॥ 
ಮಹಾಭಾರತವೆಂಬ ತೈಲದಿಂದ ಪೂರ್ಣವಾದ ಜ್ಞಾನವೆಂಬ ದೀಪವನ್ನು ತಾವು ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02396,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2396,2396,,I1-S01 | FF01-S15,ಸರ್ವೇಷಾಂ ಕವಿಮುಖ್ಯಾನಾಂ ಉಪಜೀವ್ಯೋ ಭವಿಷ್ಯತಿ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02398,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2398,2398,,I1-S01 | FF01-S15,ಪರ್ಜನ್ಯ ಇವ ಭೂತಾನಾಮಕ್ಷಯೋ ಭಾರತದ್ರುಮ: ॥ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02400,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2400,2401,,I1-S01 | FF01-S15,"ಎಲ್ಲಾ ಬಗೆಯ ಕವಿಗಳೆಂಬ' ಹಕ್ಕಿಗಳಿಗೆ ಆಸರೆ ನೀಡುವ ಸಂಸಾರತಾಪದಿಂದ 
ಬಳಲಿದವರಿಗೆ ನೆರಳನ್ನು ನೀಡುವ ಮಹಾಭಾರತವು ವೃಕ್ಷದಂತೆ ಕಂಗೊಳಿಸುತ್ತಿದೆ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02404,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2404,2404,,I1-S01 | FF01-S15,ಅಜ್ಞಾನತಿಮಿರಾಂಧಸ್ಯ ಲೋಕಸ್ಯ ತು ವಿಚೇಷ್ಟತಃ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02406,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2406,2406,,I1-S01 | FF01-S15,ಜ್ಞಾನಾಂಜನಶಲಾಕಾಭಿರ್ನೇತ್ರೋನ್ನೀಲನಕಾರಕಮ್‌॥। ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02408,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2408,2409,,I1-S01 | FF01-S15,"ಅಜ್ಞಾನವೆಂಬ ಕತ್ತಲೆಯಿಂದ ಕುರುಡನಾಗಿ ಹಾದಿಯನ್ನು ತಿಳಿಯದೇ 
ವಿಭ್ರಾಂತರಾದವರಿಗೂ ಕಣ್ಣುಗಳನ್ನು ತೆರೆಸುವುದೇ ಈ ಮಹಾಭಾರತ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02412,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2412,2412,,I1-S01 | FF01-S15,ಧರ್ಮಾರ್ಥಕಾಮಮೋಕ್ಸಾರ್ಥೈ:ಃ ಸಮಾಸವ್ಯಾಸಕೀರ್ತನೈ: 1 ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02414,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2414,2414,,I1-S01 | FF01-S15,ತ್ವಯಾ ಭಾರತಸೂರ್ಯೇಣ ನೃಣಾಂ ವಿನಿಹತಂ ತಮಃ ॥ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02416,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2416,2418,,I1-S01 | FF01-S15,"ಧರ್ಮ, ಅರ್ಥ, ಕಾಮ, ಮೋಕ್ಷ ಇವುಗಳನ್ನು ಸಂಕ್ಷೇಪವಾಗಿ ಮತ್ತು ವಿಸ್ತಾರವಾಗಿ 
ಹೇಳುವ ಮೂಲಕ ಮಹಾಭಾರತವೆಂಬ ಸೂರ್ಯವು ಅಜ್ಞಾನಿಗಳ ಕತ್ತಲೆಯನ್ನು 
ಪರಿಹರಿಸುತ್ತದೆ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02420,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2420,2420,,I1-S01 | FF01-S15,ಧರ್ಮೇಚಾರ್ಥೇ ಚ ಕಾಮೇ ಚ ಮೋಕ್ಷೇ ಚ ಭರತರ್ಷಭ 1 ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02422,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2422,2422,,I1-S01 | FF01-S15,ಯದಿಹಾಸ್ತಿ ತದನ್ಯತ್ರ ಯನ್ನೇಹಾಸ್ತಿ ನ ತತ್‌ಕ್ಚಚಿತ್‌ ॥ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02425,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2425,2425,,I1-S01 | FF01-S15,111 ಮಹಾಭಾರತ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02428,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2428,2430,,I1-S01 | FF01-S15,"ಧರ್ಮ, ಅರ್ಥ, ಕಾಮ, ಮೋಕ್ಟಗಳ ವಿಷಯದಲ್ಲಿ ಈ ಗ್ರಂಥದಲ್ಲಿಯಾವ ಯಾವ 
ವಿಷಯಗಳಿವೆಯೋ ಅದು ಬೇರೆ ಗ್ರಂಥಗಳಲ್ಲಿ ಇದ್ದೇ ಇರುತ್ತದೆ. ಈ ಮಹಾಭಾರತದಲ್ಲಿ 
ಯಾವುದಿಲ್ಲವೋ ಅದು ಬೇರೆ ಎಲ್ಲಿಯೂ ಇರುವುದಿಲ್ಲ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02433,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2433,2433,,I1-S01 | FF01-S15,ಯಥಾ ಸಮುದ್ರೋ ಭಗವಾನ್‌ ಯಥಾ ಚ ಹಿಮವಾನ್‌ ಗಿರಿಃ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02435,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2435,2435,,I1-S01 | FF01-S15,ಖ್ಯಾತಾವುಭೌ ರತ್ನ್ತನಿಧೀ ತಥಾ ಭಾರತಮುಚ್ಛತೇ ॥ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02437,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2437,2439,,I1-S01 | FF01-S15,"ರತ್ನಕರಗಳಲ್ಲಿ ಸಮುದ್ರ ಹಾಗೂ ಹಿಮಾಲಯಗಳು ಹೇಗೆ ಪ್ರಸಿದ್ಧವಾಗಿವೆಯೋ 
ಅದಕ್ಕಿಂತಲೂ ಹೆಚ್ಚು ಅನೇಕ ಜನ್ಮಗಳನ್ನೇ ಬೆಳಗಿಸುವ ಅನಂತ ರತ್ನಗಳು 
ಮಹಾಭಾರತದಲ್ಲಿವೆ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02442,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2442,2442,,I1-S01 | FF01-S15,ಮೂಲ ಮಹಾಭಾರತದಲ್ಲಿರುವ ಸಮಸ್ಯೆಗಳು ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02445,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2445,2453,,I1-S01 | FF01-S15,"ಪ್ರತಿಯೊಬ್ಬ ಮತಾಚಾರ್ಯರೂ ಕೂಡ ತಮ್ಮ ತಮ್ಮ ಕೃತಿಗಳಲ್ಲಿ ನೂರಾರು ಪ್ರಾಚೀನ 
ಗ್ರಂಥಗಳನ್ನು ಉದಾಹರಿಸುತ್ತಾರೆ. ಅದರಲ್ಲಿಯೂ ವಿಶೇಷವಾಗಿ ಶ್ರೀಮನ್ನದ್ಧಖಾರ್ಯರು 
ತಮ್ಮ ಗ್ರಂಥಗಳಲ್ಲಿ ನೂರಾರು ಗ್ರಂಥಗಳನ್ನು ಬಹಳವಾಗಿ ಉಲ್ಲೇಖಿಸುತ್ತಾರೆ. ಆದರೆ ಆ 
ಎಲ್ಲಾ ಗ್ರಂಥಗಳೂ ಕೂಡ ಕಾಲಪ್ರವಾಹದಲ್ಲಿ ಕೊಚ್ಚಿಹೋಗಿರುವುದೇ ನಮ್ಮ ದುದೆಗ್ಯವ. 
ಮಹಾಭಾರತ ಗ್ರಂಥವೂ ಕೂಡ ೬೦ ಲಕ್ಷಶ್ಲೋಕದಿಂದ ಮೊದಲು ರಚಿತವಾಗಿತ್ತು ಎಂಬ 
ಉಲ್ಲೇಖವಿದೆ. ಆದರೆ ನಮಗೆ ಈಗ ದೊರೆಯುತ್ತಿರುವುದು ಕೇವಲ ೧ ಲಕ್ಷ ಶ್ಲೋಕಗಳು 
ಮಾತ್ರ. ಒಟ್ಟಾರೆ ಸಾರಸ್ಪತ ಪ್ರಪಂಚದಲ್ಲಿ ಗ್ರಂಥಕೋಟಿಯ ಒದಂಶವೂ ಕೂಡ ಇಂದು 
ನಮಗೆ ದೊರೆಯುತ್ತಿಲ್ಲ. ದೊರೆಯುತ್ತಿರುವ ಅಲ್ಪಸ್ವಲ್ಪ ಗ್ರಂಥಗಳೂ ಕೂಡ 
ಪರಿಶುದ್ಧವಾಗಿಲ್ಲ - ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02456,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2456,2456,,I1-S01 | FF01-S15,ಅನುತ್ತನ್ನಾ ಅಪಿ ಗ್ರಂಥಾಃ ವ್ಯಾಕುಲಾಃ ಇತಿ ಸರ್ವಶಃ । ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02458,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2458,2458,,I1-S01 | FF01-S15,ಉತ್ಪನ್ನಾ ಪ್ರಾಯಶಃ ಸರ್ವೇ ಕೋಟ್ಯಂಶೋಷಿ ನ ವರ್ತತೇ ॥ ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02460,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2460,2465,,I1-S01 | FF01-S15,"ದುದೆಗ್ಯವ ಎಂದರೆ ಕೆಲವು ಮಂದಿ ಇಂತಹ ಶ್ರೇಷ್ಠವಾದ ಗ್ರಂಥಗಳಲ್ಲಿಯೂ ತಮ್ಮ 
ಕೈವಾಡವನ್ನು ತೋರಿಸಿಬಿಟ್ಟಿದ್ದಾರೆ. ಶುದ್ಧವಾದ ಪಾಠವನ್ನು ತೆಗೆದುಹಾಕಿ, ಅಶುದ್ಧವಾದ 
ಪಾಠಗಳನ್ನು ಗ್ರಂಥದಲ್ಲಿ ಸೇರಿಸಿ ತಾಳೆಗರಿಗಳಲ್ಲಿ ಬರೆದಿಟ್ಟುಬಿಟ್ಟಿದ್ದಾರೆ. ಮತ್ತು ಇನ್ನು 
ಕೆಲವರು ಇರುವ ಶ್ಲೋಕಗಳನ್ನೇ ತಿದ್ದಿ ವ್ಯತ್ಯಾಸ ಮಾಡಿಬಿಟ್ಟಿದ್ದಾರೆ. ತಮ್ಮಲ್ಲಿರುವ ಅಜ್ಞಾನದ 
ದೋಷದಿಂದ ಗ್ರಂಥವನ್ನು ಹಾಳುಮಾಡಿದ್ದಾರೆ. ಹಿಂದಿನ ಕಾಲದಿಂದಲೂ ಹೀಗೆಯೇ 
ನಮ್ಮ ಗ್ರಂಥಗಳ ಮೇಲೆ ಅನೇಕ ಆಕ್ರಮಣಗಳು ನಡೆದುಬಿಟ್ಟಿವೆ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02468,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2468,2468,,I1-S01 | FF01-S15,ಆದರೆ ಮತ್ತೊಂದು ಜನರ ಗುಂಪು ಶುದ್ಧವಾದ ಪಾಠವನ್ನುನಾವು ಉಳಿಸಿಕೊಳ್ಳಬೇಕು. ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02471,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2471,2471,,I1-S01 | FF01-S15,ಆದಿಪರ್ವ ೭೫111 ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02474,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2474,2475,,I1-S01 | FF01-S15,"ಅದನ್ನು ಬೆಳೆಸಬೇಕು, ಪ್ರಚಾರ ಮಾಡಬೇಕು ಎಂದು ಹೋರಾಡುತ್ತಲೇ ಇದ್ದಾರೆ. ಹಲವು 
ಶತಮಾನಗಳಿಂದ ಸಂಶೋಧನೆಯು ನಡೆಯುತ್ತಲೇ ಬರುತ್ತಿದೆ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02478,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2478,2478,,I1-S03 | FF01-S16,ಶುದ್ದ ಪಾಠವನ್ನು ನಿರ್ಣಯಿಸುವ ಬಗೆ ಹೇಗೆ ? ,retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02481,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2481,2487,,I1-S03 | FF01-S16,"ಮಹಾಭಾರತವು ವೇದವ್ಯಾಸರಿಂದ ೬೦ ಲಕ್ಷ ಶ್ಲೋಕಗಳಿಂದ ರಚಿತವಾಯಿತು. 
ಅದರಲ್ಲಿ೩೦ ಲಕ್ಷಶ್ಲೋಕಗಳು ದೇವಲೋಕದಲ್ಲಿ, ೧೫ ಲಕ್ಷಶ್ಲೋಕಗಳು ಪಿತ್ಫಲೋಕದಲ್ಲಿ, 
೧೪ ಲಕ್ಷ ಶ್ಲೋಕಗಳು ಗಂಧರ್ವಲೋಕದಲ್ಲಿ ಇರುತ್ತವೆ. ಉಳಿದ ೧ ಲಕ್ಷಶ್ಲೋಕಗಳು ಮಾತ್ರ 
ಭೂಲೋಕದಲ್ಲಿ ಉಳಿದಿದೆ ಎಂಬ ವಾಡಿಕೆ ಇದೆ. ಕೆಲವರು ೧ಲಕ್ಷ ಶ್ಲೋಕಗಳೂ ಕೂಡ 
ಮಹಾಭಾರತದಲ್ಲಿ ಇರುವುದಿಲ್ಲ. ವೇದವ್ಯಾಸದೇವರಿಂದ ನೇರವಾಗಿ ಬಂದಿರುವ 
ಶ್ಲೋಕಗಳು ಕೇವಲ ೨೪೦೦೦ ಮಾತ್ರ, ಉಳಿದವು ವೈಶಂಪಾಯನರಿಂದ ಅನಂತರ 
ಪ್ರಕಟಣೆಗೊಂಡವು ಎಂದು ಹೇಳುತ್ತಾರೆ. ಆದರೆ ಇದು ನಿರಾಧಾರವಾದುದು. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
V1L02490,MAHABHARATA-1-AADIPARVA-_djvu (1).txt,2490,2495,,I1-S03 | FF01-S16,"ಪ್ರಪ್ರಥಮವಾಗಿ ಮಹಾಭಾರತದ ಸಂಶೋಧನೆ- ಯನ್ನು ಮಾಡಿ, 
ಶುದ್ಧಪಾಠಕ್ಕನುಗುಣವಾಗಿ ಮಹಾಭಾರತದಲ್ಲಿ ಅನೇಕ ಸಮಸ್ಯೆಗಳನ್ನು ಪರಿಹರಿಸುವ 
ಮೂಲಕ ವ್ಯಾಖ್ಯಾನವನ್ನು ಬರೆದವರು ಶ್ರೀಮನ್ಮಧ್ವಾಚಾರ್ಯರು. 
ಶ್ರೀಮನ್ಮಧ್ವಾಚಾರ್ಯರು ಎಲ್ಲಿಯ ತನಕ ಮಹಾಭಾರತಕ್ಕೆ ವ್ಯಾಖ್ಯಾನವನ್ನು 
ಬರೆಯಲಿಲ್ಲವೋ, ಅಲ್ಲಿಯ ತನಕ ಮಹಾಭಾರತದಲ್ಲಿಇರುವ ಸಮಸ್ಯೆಗಳ ಜಟಿಲತೆಯೂ 
ಪರಿಹಾರವಾಗಿರಲಿಲ್ಲ. ",retained_verbatim_OCR,not_sentence_verified,unclassified_source_block
