chapter_id,subject,current_remaining_detail_or_uncertainty,status,detailed_register
Adi104,ದೀರ್ಘತಮಸರ ಪೂರ್ವಕಥೆ,"Full principal chain now narrated: Bhishma/Parashurama precedent, Mamata refusal/curse, learned blind sage, first wife/Gautama family burden, angry marital decrees, raft abandonment, Bali rescue, attendant-daughter and11 sons, identity correction, Sudeshna/Anga, Bhishma final advice. Wife-name forms and royal-house sentence at20139–20141 require source-image checking; duplicate20336–20420 is not a second event.",not_certified_unabridged,chapter_inventory_64_131.json
Adi105,ವ್ರತ ಮತ್ತು ವಂಶರಕ್ಷಣೆಯ ಸಂವಾದ,Satyavati's renewed appeal and Bhishma's alternative summarized. Full argument not separate scene. Heading20654 says106 before another105 ending20737: uncertain duplicate/misaligned OCR heading.,not_certified_unabridged,chapter_inventory_64_131.json
Adi106,ಸತ್ಯವತಿಯ ಮೊದಲ ಮಗ ವ್ಯಾಸ,"Earlier parentage, Parashara/Vyasa recollection, summons and preparation condition scripted. Full river-encounter promises and ritual readiness periods condensed.",not_certified_unabridged,chapter_inventory_64_131.json
Adi107,"ಧೃತರಾಷ್ಟ್ರ, ಪಾಂಡು ಮತ್ತು ವಿದುರರ ಜನನ","Three mothers/sons separately identified; fear, substituted attendant, prediction and rites retained. Exact gendered/blame language and all predictions not directly quoted; original narrative causation explicitly attributed.",not_certified_unabridged,chapter_inventory_64_131.json
Adi108,ಮಾಂಡವ್ಯ ಮತ್ತು ಧರ್ಮನ ದಂಡ,"Wrongful arrest, lasting punishment, royal apology, Dharma challenge and Vidura incarnation retained. Detailed torture description omitted from visuals; age wording12 then14 at22320/22346 needs print reconciliation.",not_certified_unabridged,chapter_inventory_64_131.json
Adi109,ರಾಜಕುಮಾರರ ಶಿಕ್ಷಣ ಮತ್ತು ಗಾಂಧಾರಿಯ ವಿವಾಹ,"Three brothers' aptitudes, Pandu kingship, Gandhari blindfold and Shakuni arrival retained. Full prosperity catalogue, succession exclusions and marriage negotiations condensed; source repeats segments around22760.",not_certified_unabridged,chapter_inventory_64_131.json
Adi110,"ಕುಂತಿಯ ಮಂತ್ರ, ಕರ್ಣನ ಜನನ ಮತ್ತು ಮುನ್ನೋಟ","Pritha adoption, Durvasa, reluctance before Surya, river separation, Adhiratha fostering, adult armour gift and one-use Shakti flash-forward scripted. Full dream debate, giving vows and Vikartana etymology not all spoken. Foster mother's name withheld in dialogue pending exact local verification.",not_certified_unabridged,chapter_inventory_64_131.json
Adi111,"ಪಾಂಡುವಿನ ವಿವಾಹ, ಜಯಯಾತ್ರೆ ಮತ್ತು ಕಿಂದಮಶಾಪ","Kunti choice, Madri marriage, campaign, forest supplies, five arrows and curse condition retained. Madra bridewealth custom, campaign rulers/tribute list and full hunting-dharma dispute condensed.",not_certified_unabridged,chapter_inventory_64_131.json
Adi112,ಪಾಂಡುವಿನ ವನಧರ್ಮ ಮತ್ತು ವಿದುರನ ವಿವಾಹ,"Family's chosen forest life and Vidura marriage mentioned. Northern ascent route, sages' warning about inaccessible terrain25079–25138, childlessness counsel and Devaka's daughter's marriage25202–25223 not independently dramatized.",not_certified_unabridged,chapter_inventory_64_131.json
Adi113,ಸಂತಾನದ ಚಿಂತೆ ಮತ್ತು ಭದ್ರೆಯ ಕಥೆ,Pandu-Kunti debate and Vyushitashva/Bhadra tale retained; three Salva/four Madra offspring included. Full ancestor-debt classifications and Bhadra's lament remain condensed.,not_certified_unabridged,chapter_inventory_64_131.json
Adi114,"ಉದ್ದಾಲಕ, ಶ್ವೇತಕೇತು ಮತ್ತು ಮಂತ್ರದ ರಹಸ್ಯ","Custom-change story and Kunti's revealed mantra scripted. Full old-practice taxonomy, prohibitions, exceptions and repeated genealogical examples not all voiced.",not_certified_unabridged,chapter_inventory_64_131.json
Adi115,"ಯುಧಿಷ್ಠಿರ, ಭೀಮ, ಗಾಂಧಾರಿಯ ಕುಂಭಗಳು, ದುರ್ಯೋಧನ","Distinct births, first rock miracle, Gandhari vessels and father's refusal of counsel retained. Full omens, horoscopes and detailed divine speeches condensed. Duryodhana preceding night/Bhima day verified27540–27542.",not_certified_unabridged,chapter_inventory_64_131.json
Adi116,ದುಃಶಲೆಯ ಹೆಚ್ಚುವರಿ ಕುಂಭ,Daughter request and extra vessel distinct from hundred sons; Yuyutsu separate mother clarified. Full Janamejaya question and maternal thought sequence abbreviated.,not_certified_unabridged,chapter_inventory_64_131.json
Adi117,ಕೌರವರ ಹೆಸರುಗಳು ಮತ್ತು ದುಃಶಲೆಯ ವಿವಾಹ,"Hundred Gandhari-son entries narrated and visually compared with printed pages592–595 (PDF624–627). Four readings corrected; four real verse/prose variants retained. Subahu repeats in print, yielding100positions and99distinct names. Yuyutsu and Duhshala distinguished. The hundred-name scan audit is closed; full chapter commentary and lexical nuances remain unaudited.",not_certified_unabridged,chapter_inventory_64_131.json
Adi118,ಅರ್ಜುನನ ಜನನ ಮತ್ತು ದೇವಸಂಭ್ರಮ,"Pandu austerity, Indra birth and prophecy retained. Full celestial attendance lists, music/dance catalogue, predictions and horoscope details not all voiced.",not_certified_unabridged,chapter_inventory_64_131.json
Adi119,ಮಾದ್ರಿಯ ಅವಳಿಗಳು ಮತ್ತು ಮೊದಲ ಶಿಕ್ಷಣ,"Madri request, one invocation/twins, Kunti's limit, Vasudeva gifts and Sharyati's son Shuka instruction retained. Full support-goods catalogue, rituals, weapon list and teacher praise abbreviated. Twins conflict with broad one-year spacing phrase29538 requires review.",not_certified_unabridged,chapter_inventory_64_131.json
Adi120,ಪಾಂಡವರ ಆಯುಷ್ಯ ಮತ್ತು ಭವಿಷ್ಯಕಾಲಸಂಗ್ರಹ,Arrival ages16/15/14/13 and Yudhishthira108-year claim spoken as edition-specific preview. Each residence duration and Krishna/Balarama relative ages remain companion detail; no forced harmonization.,not_certified_unabridged,chapter_inventory_64_131.json
Adi121,ಪಾಂಡು-ಮಾದ್ರಿಯ ಮರಣ ಮತ್ತು ಆಶ್ರಮದ ವಿಧಿಗಳು,"Madri's resistance, Kunti arrival keeping children back, sages' counsel both live, final choice and rites retained. Full laments, competing claims and detailed funeral sequence condensed; no self-immolation spectacle.",not_certified_unabridged,chapter_inventory_64_131.json
Adi122,ಋಷಿಗಳೊಂದಿಗೆ ಪಾಂಡವರ ಆಗಮನ,"Main arrival, kinship presentation and acceptance scripted.30817 earlier heading plus30835–30894 commentary intrusion treated separately; full audience/gifts/ritual reception not all voiced.",not_certified_unabridged,chapter_inventory_64_131.json
Adi123,ನಗರದ ಅಂತ್ಯಕ್ರಿಯೆ,"City rites and collective grief summarized with previous forest rites distinguished. Exact body/relic handling and procession materials need printed-source continuity review, not blindly repeated as second death.",not_certified_unabridged,chapter_inventory_64_131.json
Adi124,ಶ್ರಾದ್ಧ ಮತ್ತು ಮೂರು ಹಿರಿಯ ಸ್ತ್ರೀಯರ ವನಗಮನ,"Rites/donations, Vyasa warning and Satyavati/Ambika/Ambalika departure retained. All ritual items and exact final austerity/death descriptions summarized.",not_certified_unabridged,chapter_inventory_64_131.json
Adi125,"ಆಟ, ಮೊದಲ ದಾಳಿಗಳು ಮತ್ತು ಯುಯುತ್ಸುವಿನ ಎಚ್ಚರಿಕೆ","Rough play, first bound-water attack, separate snakes, warned poison and Vidura discretion retained. Full physical-play catalogue, assailant detail and conspiracy speeches condensed. Do not merge with126.",not_certified_unabridged,chapter_inventory_64_131.json
Adi126,ಎರಡನೆಯ ವಿಷದಾನ ಮತ್ತು ನಾಗಭವನ,"Second feast, poison, bindings, naga bite reversal, Vasuki/Aryaka welcome, eight bowls/eight days, search and return retained. Resort architecture, spike details and full family exchange condensed. Later33193 duplicate ending/preceding commentary kept separate.",not_certified_unabridged,chapter_inventory_64_131.json
Adi127,ಕೃಪ ಮತ್ತು ಕೃಪಿಯ ಜನನ,"Sharadvan origin, twins in reeds, Shantanu care and later teaching retained. Apsara Janapadi episode and precise birth/weapon transmission sequence compressed nonsexually.",not_certified_unabridged,chapter_inventory_64_131.json
Adi128,"ದ್ರೋಣನ ಜನನ, ಕುಟುಂಬ ಮತ್ತು ಪರಶುರಾಮ","Vessel birth, Agniveshya instruction, Drupada friendship, Kripi/Ashwatthama and Parashurama gift/withdrawal knowledge retained. Main text previews appointment then returns to origin; script reorganizes for clarity with explicit frame notes.",not_certified_unabridged,chapter_inventory_64_131.json
Adi129,ದ್ರುಪದನ ಅವಮಾನ ಮತ್ತು ಹಸ್ತಿನಪುರ,Rank-based friendship refusal and refuge with Kripa scripted. Full friendship maxims and offered limited hospitality not all spoken; source continuation before34372 commentary reviewed as paragraph span.,not_certified_unabridged,chapter_inventory_64_131.json
Adi130,ಬಾವಿಯ ಕೌಶಲ ಮತ್ತು ದ್ರೋಣನ ನೇಮಕ,"Ball plus Yudhishthira ring, reed chain vs arrow, Bhishma recognition, milk story, future task promise, Ashwatthama friendship and Karna studentship retained. Detailed second retelling of Drona's past and each student/curriculum list abbreviated.",not_certified_unabridged,chapter_inventory_64_131.json
Adi131,ರಾತ್ರಿಯ ಅಭ್ಯಾಸ ಮತ್ತು ಏಕಲವ್ಯ,"Hand-light gloss, night practice/promise, Ekalavya exclusion/clay teacher, seven arrows, right thumb and lost speed retained.35348–35356 disciple-address following refusal needs text-layer review; full teaching catalogue and exact dialogue not all voiced.",not_certified_unabridged,chapter_inventory_64_131.json
Adi132,"(ದ್ರೋಣರಿಂದ ಅರ್ಜುನನ ಪರೀಕ್ಷೆ, . ಅರ್ಜುನನ ಅತಿಶಯ. ಅರ್ಜುನನಿಂದ ಲಕ್ಷ $ವೇಧ. ಬ್ರಹ್ಮಶಿರಸ್‌ ಅಸ್ಪದ ಪ್ರಾಪ್ತಿ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi133,"(ಕುಮಾರರಿಂದ ಅಸ್ಪಕೌಶಲ ಪ್ರದರ್ಶನ, ಯುಧಿಷ್ಠಿರ ಪರೀಕ್ಷೆ, ಭೀಮ ದುರ್ಯೋಧನರ ರಂಗ ಪ್ರವೇಶ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi134,"(ಭೀಮದುರ್ಯೋಧನರ ಸಲುವಾಗಿ ಪ್ರೇಕ್ಷಕದೆ ಶೈಧೀಭಾವ, ಅಶಶ್ನಾಮರಿಂದ  ಸಮಾಧಾನ, ಅರ್ಜುನನ ರಂಗಪ್ರವೇಶ ಮತ್ತು ಕೌಶಲ ಪ್ರದರ್ಶನ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi135,"(ಕರ್ಣನ ರಂಗಪ್ರವೇಶ, ಅರ್ಜುನನನ್ನು ಮೀರಿಸಿ ಕೌಶಲ ಪ್ರದರ್ಶನ,   ಕರ್ಣಾರ್ಜುನರ ವಿರೋಧ, ದುರ್ಯೋಧನನಿಂದ ಅಂಗರಾಜ್ಯದಲ್ಲಿ ಕರ್ಣನ ಅಭಿಷೇಕ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi136,"(ಕರ್ಣನ ತಂದೆಯಾದ ಅಧಿರಥನ ರಂಗಪ್ರವೇಶ, ಅವನಿಗೆ ಕರ್ಣನ ನಮಸ್ಕಾರ, ಭೀಮಸೇನನ ಮೂದಲಿಕೆಯ ಮಾತುಗಳು, ರಂಗದಿಂದ ಎಲ್ಲರ ನಿರ್ಗಮನ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi137,"(ದ್ರೋಣರಿಗೆ ಗುರುದಕ್ಷಿಣದಾನ ಪ್ರಸಂಗ, ದುರ್ಯೋಧನಾದಿಗಳ ಪರಾಜಯ, ಭೀಮಾರ್ಜುನರ ಜಯ, ದ್ರೋಣದ್ರುಪದ ಸಂವಾದ, ದ್ರೋಣರಿಂದ ದ್ರುಪದನ ಅರ್ಧರಾಜ್ಯ ಸ್ವೀಕಾರ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi138,"(ದ್ರುಪದನಿಂದ ಯಾಜಾನುಯಾಜರ ವರಣ, ಧೃಷ್ಟದ್ಯುಮ್ನ ಮತ್ತು ದ್ರೌಪದಿಯರ ಉತ್ಪತ್ತಿ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi139,(ತಪಸ್ಸು ಮಾಡುತ್ತಿದ್ದ ಪಾಂಚಾಲರಾಜನಾದ ಪೃಷತನಿಗೆ ಮೇನಕೆಯ ದರ್ಶನದಿಂದ ದ್ರುಪದನ ಉತ್ಪತ್ತಿ.),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi140,"(ಯುಧಿಷ್ಠಿರನಿಗೆ ಯೌವರಾಜ್ಯಾಭಿಷೇಕ, ಬಲರಾಮನಲ್ಲಿ ಭೀಮಸೇನನ ಗದಾಭ್ಯಾಸ, ದ್ರೋಣರಿಂದ ಅರ್ಜುನನಿಗೆ ಬ್ರಹ್ಮಶಿರ ಅಸ್ಪಪ್ರಾಪ್ತಿ. ಭೀಮಾರ್ಜುನ ವಿಜಯ, ದುರ್ಯೋಧನನ ಅಸೂಯೆ, ಧೃತರಾಷ್ಟ್ರನ ಬುದ್ಧಿಭೇದ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi141,"(ಯುಧಿಷ್ಠಿರನ ಅಭಿಷೇಕವನ್ನು ನೋಡಿ ದುರ್ಯೋಧನನ ಅಸೂಯೆ, ಧೃತರಾಷ್ಟ್ರನ ಜೊತೆಯಲ್ಲಿಸಂವಾದ, ಧೃತರಾಷ್ಟ್ರನ ಚಂಚಲಮನಸ್ಥಿತಿಃ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi142,(ಕಣಿಕ ನೀತಿ),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi143,"(ಕಣಿಂಕನ ನೀತಿಯ ಪ್ರಭಾವದಿಂದ ಪಾಂಡವರನ್ನು ವಾರಣಾವತಕ್ಕೆ ಕಳುಹಿಸುವಂತೆ ದುರ್ಯೋಧನನ ಆಗ್ರಹ, ಧೃತರಾಷ್ಟ್ರನ ಲೋಕಾಪವಾದ ಭೀತಿ, ಕೊನೆಗೆ ಪಾಂಡವರಿಗೆ ವಾರಣಾವತಕ್ಕೆ ಹೋಗಲು ಆದೇಶ )","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi144,"(ದುರ್ಯೋಧನನ ಹರ್ಷ, ವಾರಣಾವತದಲ್ಲಿಅರಗಿನ ಮನೆಯನ್ನು ಕಟ್ಟಲು ಪುರೋಚನನಿಗೆ ಆದೇಶ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi145,"(ವಾರಣಾವತಕ್ಕೆ ಯುಧಿಷ್ಠಿರಾದಿಗಳ ಪ್ರಯಾಣ, ಪೌರರ ಅನುಗಮನ ಮತ್ತು  ಪ್ರತಿನಿವೃತ್ತಿ, ಮ್ಲೇಚ್ಛಭಾಷೆಯಿಂದ ವಿದುರನ ಉಪದೇಶ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi146,"(ವಾರಣಾವತನಿವಾಸಿಗಳಿಂದ ಪಾಂಡವರ ಸತ್ಕಾರ ಮತ್ತು ಸ್ವೀಕಾರ, ಹತ್ತು ದಿನಗಳು ಕಳೆದ ಮೇಲೆ ಜತುಗೃಹಪ್ರವೇಶ, ಭೀಮ ಯುಧಿಷ್ಠಿರರಿಗೆ ಗೃಹದ ಸತ್ಯತೆಯ ಜ್ಞಾನ, ಧರ್ಮರಾಜನ ಉಪದೇಶ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi147,(ವಿದುರನ ಆಪ್ತನಾದ ಖನಕನಿಂದ ಸುರಂಗ ನಿರ್ಮಾಣ),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi148,(ಜತುಗೃಹಕ್ಕೆ ಅಗ್ನಿಸ್ಪರ್ಶ ಮಾಡಿ ಪಾಂಡವರ ಪಲಾಯನ),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi149,(ವಿದುರನು ಕಳುಹಿಸಿದ ನಾವಿಕನಿಂದ ಪಾಂಡವರ ಗಂಗಾತರಣ ಮತ್ತು ವನಪ್ರವೇಶ),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi150,"(ಪ್ರಾತಃಕಾಲದಲ್ಲಿ ಧೃತರಾಷ್ಟ್ರನಿಗೆ ಪಾಂಡವರ ಮರಣದ ವಾರ್ತೆಯ ಹರಣ. ಬಂಧುಗಳಿಂದ ಪಾಂಡವರಿಗೆ ಉದಕ ಕ್ರಿಯ, ಭೀಷ್ಠರ ರೋದನ, ವಿದುರನಿಂದ ಸಾಂತ್ವನ.)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi151,"(ದಾಹವನ್ನು ತಿಳಿದು ದುರ್ಯೋಧನಾದಿಗಳ ಹರ್ಷ, ಭೀಷ್ಠ ವಿದುರರಿಗೆ ಸತ್ಯವನ್ನುತಿಳಿದು ಹರ್ಷ, ಕಾಡಿನಲ್ಲಿಭೀಮಸೇನನ ಧಾವನ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi152,"(ತೃಷಾರ್ತರಾದ ತಾಯಿಯನ್ನೂ ಸಹೋದರರನ್ನೂ ಒಂದೆಡೆ ಕೂಡಿಸಿ ಜಲವನ್ನು ತರಲು ಭೀಮನ ಗಮನ, ಭೀಮನು ಜಲವನ್ನು ತರುವ ವೇಳೆಗೆ ಅವರ ನಿದ್ರೆ ಮತ್ತು ಭೀಮನ ವಿಲಾಪ )","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi153,"(ಪಾಂಡವರು ಮಲಗಿದ್ದಕಡೆಗೆ ಹಿಡಿಂಬೆಯ ಪ್ರವೇಶ, ಭೀಮ ಹಿಡಿಂಬೆಯರ ಸಂವಾದ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi154,(ಹಿಡಂಬಿಯು ವಿಳಂಬ ಮಾಡುತ್ತಿರಲು ಅಲ್ಲಿಗೆ ಹಿಡಿಂಬನ ಆಗಮನ),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi155,"(ಭೀಮ ಹಿಡಿಂಬರ ವಿವಾದ, ಅವರ ಯುದ್ಧದ ಪ್ರಾರಂಭ, ಪಾಂಡವರ ಎಚ್ಚರಿಕೆ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi156,"(ಕುಂತಿ ಹಿಡಿಂಬಾ ಸಂವಾದ, ಹಿಡಿಂಬ ಭೀಮ ಯುದ್ದ, ಅರ್ಜುನನನ್ನು  ನಿರಾಕರಿಸಿ ಭೀಮಸೇನನಿಂದ ಹಿಡಿಂಬನ ವಧೆ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi157,"(ಹಿಡಿಂಬೆಯಿಂದ ತನ್ನ ದಿವ್ಯಜ್ಞಾನದ ಆವಿಷ್ಕಾರ, ಭೀಮನು ಅವಳನ್ನು ಸ್ವೀಕರಿಸಲು  ಕುಂತಿಯ ಸಮೃತಿ ಮತ್ತು ಧರ್ಮರಾಜನ ಸಮಯಬಂಧ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi158,"(ಪಾಂಡವರಿಂದ ಶಾಲಿಹೋತ್ತಸರೋವರಪ್ರಾಪ್ತಿ, ಭೀಮಹಿಡಿಂಬಿಯರ ವಿಹಾರ, ವ್ಯಾಸರ ಆಗಮನ ಮತ್ತು ಆಶ್ವಾಸನ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi159,"(ವ್ಯಾಸರ ನಿರ್ಗಮನ, ಶಾಲಿಹೋತ್ರಾಶ್ರಮದಲ್ಲಿ ಪಾಂಡವರ ವಾಸ, ಘಟೋತ್ಸಚನ ಜನನ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi160,"(ಘಟೋತ್ಸಚ ಮತ್ತು ಹಿಡಿಂಬಿಯರ ಗಮನ, ಬ್ರಾಹ್ಮಣ ವೇಷದಿಂದ ಪಾಂಡವರ ಏಕಚಕ್ರನಗರ ಗಮನ, ಮಾರ್ಗದಲ್ಲಿವ್ಯಾಸರ ದರ್ಶನ, ಏಕಚಕ್ರನಗರದಲ್ಲಿ ಬ್ರಾಹ್ಮಣನ ಮನೆಯಲ್ಲಿಅವರನ್ನಿಟ್ಟುವ್ಯಾಸರ ಗಮನ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi161,"(ಪಾಂಡವರ ಭೈಕ್ಷಚರ್ಯೆ, ಪುರವಾಸಿಗಳ ಪ್ರೀತಿ, ಬ್ರಾಹ್ಮಣ ಗೃಹದಲ್ಲಿ ಆರ್ತನಾದ, ಕಾರಣವನ್ನು ತಿಳಿಯಲು ಕುಂತಿಯ ಪ್ರವೇಶ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi162,"(ತನ್ನನ್ನು ಕಳುಹಿಸಿಕೊಡುವಂತೆ ಪತ್ನಿಯ ಒತ್ತಾಯ, ಬ್ರಾಹ್ಮಣನಿಂದ ನಿರಾಕರಣೆ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi163,"(ಕನ್ಯೆಯ ವಚನ, ಬಾಲಕನ ವಚನ, ಕುಂತಿಯ ಪ್ರವೇಶ, ಬ್ರಾಹ್ಮಣನಿಂದ ಬಕವೃತ್ತಾಂತ ಕಥನ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi164,(ತನ್ನ ಒಬ್ಬಪುತ್ರನನ್ನುಕಳುಹಿಸುವುದಾಗಿ ಹೇಳಿ ಬ್ರಾಹ್ಮಣನಿಗೆ ಕುಂತಿಯ ಆಶ್ವಾಸನೆ),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi165,"(ಭೀಮನ ಮುಖ ಅರಳಿರುವುದನ್ನುನೋಡಿ ಧರ್ಮರಾಜನ ಶಂಕೆ, ಕುಂತಿಯಿಂದ ಸಮಾಧಾನ, ಬಂಡಿ ಅನ್ನವನ್ನುತೆಗೆದುಕೊಂಡು ಬಕನ ಸಮೀಪಕ್ಕೆ ಹೋಗಿ ಭೀಮನಿಂದ ಭಕ್ಷಣ)","Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
Adi166,(ಭೀಮ ಬಕರ ಯುದ್ಧಮತ್ತು ಬಕವಧೆ ),"Main narrative and selected explanatory additions drafted. Remaining verification includes each extended speech, ritual detail, named catalogue, prayer line, lexical gloss and commentary proposition. The selective factual review does not establish passage completeness.",not_certified_unabridged,Root_Chapters_132_237.csv
