id,type,label,prompt,negative,continuity
CH_GARUDA,creature,Garuda,"Original cinematic concept image for a South Asian epic series, 16:9 composition intended for UHD delivery; realistic anatomy, textured materials, restrained filmic colour and motivated light. Majestic mythic eagle-being with coherent raptor feather anatomy, bronze-brown, cream and charcoal plumage, powerful talons and a fixed avian head design. He stands on wind-scoured rock above layered cloud, wings partly open to show structure. Morning backlight reveals feather edges while the face stays readable; distant forest supplies immense but believable scale. Text-free image, purposeful environmental detail, clean subject separation, detailed yet natural surfaces; actual generated pixel dimensions must be checked rather than assumed to be native 4K.","No captions, logos, watermark, modern objects, fantasy plate armour, gratuitous gold, plastic skin, beauty-filter face, neon aura, extra limbs, fused fingers, duplicated subjects, deformed anatomy, inconsistent costume, impossible reflections, random architecture, sexualized framing or gore. No caste or morality encoded through complexion.",Approve exact avian/anthropomorphic form against scene; artistic mythic design; fixed head/plumage.
CH_TAKSHAKA,creature,Takshaka,"Original cinematic concept image for a South Asian epic series, 16:9 composition intended for UHD delivery; realistic anatomy, textured materials, restrained filmic colour and motivated light. Mythic serpent with a consistent elongated head and dark-olive scales carrying fine copper-brown pattern, coiled beside large roots at a grove edge. Moist soil and narrow sky shafts establish scale; the raised head is alert rather than neon-eyed. The body follows a continuous visible route among roots, with physically coherent loops and textured scales. Text-free image, purposeful environmental detail, clean subject separation, detailed yet natural surfaces; actual generated pixel dimensions must be checked rather than assumed to be native 4K.","No captions, logos, watermark, modern objects, fantasy plate armour, gratuitous gold, plastic skin, beauty-filter face, neon aura, extra limbs, fused fingers, duplicated subjects, deformed anatomy, inconsistent costume, impossible reflections, random architecture, sexualized framing or gore. No caste or morality encoded through complexion.",Serpent form only; linked human/divine variants separate; fixed head and scale pattern.
CH_JARASANDHA,character,Jarasandha,"Original cinematic concept image for a South Asian epic series, 16:9 composition intended for UHD delivery; realistic anatomy, textured materials, restrained filmic colour and motivated light. Mature South Asian ruler, broad strong face, thick dark-grey hair, dense short beard, burnt-orange and dark-brown royal cloth with restrained ornaments. He stands in an austere fortified courtyard, shoulders squared and hands relaxed before a challenge. Dry foothill light grazes worn stone steps; open ground leaves room for the coming human action. Text-free image, purposeful environmental detail, clean subject separation, detailed yet natural surfaces; actual generated pixel dimensions must be checked rather than assumed to be native 4K.","No captions, logos, watermark, modern objects, fantasy plate armour, gratuitous gold, plastic skin, beauty-filter face, neon aura, extra limbs, fused fingers, duplicated subjects, deformed anatomy, inconsistent costume, impossible reflections, random architecture, sexualized framing or gore. No caste or morality encoded through complexion.",Verified opening Sabha arc; human anatomy; burnt-orange/brown and broad face throughout contest.
LO_NAIMISHA,location,Naimisha listening grove,"Original cinematic concept image for a South Asian epic series, 16:9 composition intended for UHD delivery; realistic anatomy, textured materials, restrained filmic colour and motivated light. Broad forest gathering beneath an old fig tree, exposed roots defining clear paths and reed mats arranged in an open crescent. The speaker sits at its focus on a modest mat. A shallow watercourse is glimpsed through foliage; seedlings occupy undisturbed patches. Soft morning canopy light creates a calm readable establishing view with space for listener reactions. Text-free image, purposeful environmental detail, clean subject separation, detailed yet natural surfaces; actual generated pixel dimensions must be checked rather than assumed to be native 4K.","No captions, logos, watermark, modern objects, fantasy plate armour, gratuitous gold, plastic skin, beauty-filter face, neon aura, extra limbs, fused fingers, duplicated subjects, deformed anatomy, inconsistent costume, impossible reflections, random architecture, sexualized framing or gore. No caste or morality encoded through complexion.","Outer frame; fig left, speaker centre-right, fixed mat crescent and season."
LO_SARPA_SATRA,location,Janamejaya's ritual assembly,"Original cinematic concept image for a South Asian epic series, 16:9 composition intended for UHD delivery; realistic anatomy, textured materials, restrained filmic colour and motivated light. Prepared level ceremonial ground with timber posts, cream shade cloth, orderly seats, carefully arranged vessels and a defined central fire area. Clear walking routes connect a separate speaking mat to the king's modest raised seat. Dry earth, distant trees and controlled warm smoke establish an outdoor rite; layered people and architecture create scale without colossal flames. Text-free image, purposeful environmental detail, clean subject separation, detailed yet natural surfaces; actual generated pixel dimensions must be checked rather than assumed to be native 4K.","No captions, logos, watermark, modern objects, fantasy plate armour, gratuitous gold, plastic skin, beauty-filter face, neon aura, extra limbs, fused fingers, duplicated subjects, deformed anatomy, inconsistent costume, impossible reflections, random architecture, sexualized framing or gore. No caste or morality encoded through complexion.",Inner frame; lock king/speaker/fire positions and paths; not ordinary palace court.
LO_GANGA,location,Ganga riverbank,"Original cinematic concept image for a South Asian epic series, 16:9 composition intended for UHD delivery; realistic anatomy, textured materials, restrained filmic colour and motivated light. Broad river-plain bank at first light, pale silt, reed clusters, shallow inlet and a deeper silver-grey channel leading diagonally to the horizon. One weathered wooden boat is moored to a stake; footprints cross from landing toward trees. Cool humid sky has a narrow warm sunrise edge. Leave clear foreground geography for two speaking figures. Text-free image, purposeful environmental detail, clean subject separation, detailed yet natural surfaces; actual generated pixel dimensions must be checked rather than assumed to be native 4K.","No captions, logos, watermark, modern objects, fantasy plate armour, gratuitous gold, plastic skin, beauty-filter face, neon aura, extra limbs, fused fingers, duplicated subjects, deformed anatomy, inconsistent costume, impossible reflections, random architecture, sexualized framing or gore. No caste or morality encoded through complexion.","Track river level, boat position, crossing route and sunlight through connected shots."
LO_HASTINAPURA,location,Hastinapura,"Original cinematic concept image for a South Asian epic series, 16:9 composition intended for UHD delivery; realistic anatomy, textured materials, restrained filmic colour and motivated light. River-plain capital approached from human height, with sandstone, fired-earth and timber buildings around working streets, shaded wells and cloth awnings. The palace court rises beyond a clear gate route; mature trees interrupt the skyline. Late-morning light reveals social scale and useful paths, with restrained carved geometry instead of indiscriminately borrowed later monuments. Text-free image, purposeful environmental detail, clean subject separation, detailed yet natural surfaces; actual generated pixel dimensions must be checked rather than assumed to be native 4K.","No captions, logos, watermark, modern objects, fantasy plate armour, gratuitous gold, plastic skin, beauty-filter face, neon aura, extra limbs, fused fingers, duplicated subjects, deformed anatomy, inconsistent costume, impossible reflections, random architecture, sexualized framing or gore. No caste or morality encoded through complexion.","Artistic epic city, not exact reconstruction; repeat gate, pillars and river direction."
LO_TRAINING,location,Kuru training ground,"Original cinematic concept image for a South Asian epic series, 16:9 composition intended for UHD delivery; realistic anatomy, textured materials, restrained filmic colour and motivated light. Functional outdoor court with compacted earth, spaced archery lanes, fixed targets, shaded teacher platform and modest timber weapon rack. Trees stand outside firing paths. Practice marks, disturbed dust and a water vessel near shade show daily use. Clear afternoon light establishes distances, leaving the action readable without decorative crowds or excess flags. Text-free image, purposeful environmental detail, clean subject separation, detailed yet natural surfaces; actual generated pixel dimensions must be checked rather than assumed to be native 4K.","No captions, logos, watermark, modern objects, fantasy plate armour, gratuitous gold, plastic skin, beauty-filter face, neon aura, extra limbs, fused fingers, duplicated subjects, deformed anatomy, inconsistent costume, impossible reflections, random architecture, sexualized framing or gore. No caste or morality encoded through complexion.","Fixed target/platform positions, safe coherent lanes and sun direction."
LO_FOREST_RETREAT,location,Foothill retreat,"Original cinematic concept image for a South Asian epic series, 16:9 composition intended for UHD delivery; realistic anatomy, textured materials, restrained filmic colour and motivated light. Lived-in retreat on a stream-fed foothill terrace, two timber-and-thatch shelters, stone-lined cooking place, drying cloth and a narrow water path. Ferns grow near moisture; grasses occupy the sunny clearing and cool ridges recede behind. Mid-morning light reaches one wall while the other shelter stays shaded, revealing worn thresholds and orderly daily storage. Text-free image, purposeful environmental detail, clean subject separation, detailed yet natural surfaces; actual generated pixel dimensions must be checked rather than assumed to be native 4K.","No captions, logos, watermark, modern objects, fantasy plate armour, gratuitous gold, plastic skin, beauty-filter face, neon aura, extra limbs, fused fingers, duplicated subjects, deformed anatomy, inconsistent costume, impossible reflections, random architecture, sexualized framing or gore. No caste or morality encoded through complexion.","Fix shelter doors, stream and kitchen; coherent altitude vegetation and weather."
LO_LAC_HOUSE,location,Varanavata residence,"Original cinematic concept image for a South Asian epic series, 16:9 composition intended for UHD delivery; realistic anatomy, textured materials, restrained filmic colour and motivated light. Welcoming timber residence with plastered surfaces, painted borders, deep eaves and a maintained courtyard in a quiet settlement. Household storage and a small garden make it plausibly inhabited. Late-afternoon light reveals subtly treated glossy timber in close detail, without a fantastical wax-palace appearance. A discreet route follows the rear wall. Text-free image, purposeful environmental detail, clean subject separation, detailed yet natural surfaces; actual generated pixel dimensions must be checked rather than assumed to be native 4K.","No captions, logos, watermark, modern objects, fantasy plate armour, gratuitous gold, plastic skin, beauty-filter face, neon aura, extra limbs, fused fingers, duplicated subjects, deformed anatomy, inconsistent costume, impossible reflections, random architecture, sexualized framing or gore. No caste or morality encoded through complexion.",Danger revealed by story evidence; exterior/interior/escape route share one plan.
LO_TUNNEL,location,Concealed escape tunnel,"Original cinematic concept image for a South Asian epic series, 16:9 composition intended for UHD delivery; realistic anatomy, textured materials, restrained filmic colour and motivated light. Cramped hand-dug passage with irregular earth-tool marks, braced sections, low packed floor and a small far patch of cooler outside light. A covered near lamp reveals roots and airborne dust without uniformly lighting the tunnel. The composition follows an actually traversable route with room for a crouched person, creating tension through physical confinement. Text-free image, purposeful environmental detail, clean subject separation, detailed yet natural surfaces; actual generated pixel dimensions must be checked rather than assumed to be native 4K.","No captions, logos, watermark, modern objects, fantasy plate armour, gratuitous gold, plastic skin, beauty-filter face, neon aura, extra limbs, fused fingers, duplicated subjects, deformed anatomy, inconsistent costume, impossible reflections, random architecture, sexualized framing or gore. No caste or morality encoded through complexion.","Match lac-house entrance/exit; fix height, lamp side and traveller order."
LO_EKACHAKRA,location,Ekachakra household,"Original cinematic concept image for a South Asian epic series, 16:9 composition intended for UHD delivery; realistic anatomy, textured materials, restrained filmic colour and motivated light. Modest lived-in courtyard with earthen stove, neatly stacked clay vessels, patched mats, shaded sleeping veranda and grain basket under cover. Plants grow where wash water reaches soil; a simple doorway opens to the town lane. Soft morning light reveals care and use rather than caricatured misery, with room for a family conversation. Text-free image, purposeful environmental detail, clean subject separation, detailed yet natural surfaces; actual generated pixel dimensions must be checked rather than assumed to be native 4K.","No captions, logos, watermark, modern objects, fantasy plate armour, gratuitous gold, plastic skin, beauty-filter face, neon aura, extra limbs, fused fingers, duplicated subjects, deformed anatomy, inconsistent costume, impossible reflections, random architecture, sexualized framing or gore. No caste or morality encoded through complexion.",Repeat door/stove/veranda; modest means do not erase cleanliness or agency.
LO_PANCHALA_ARENA,location,Panchala svayamvara venue,"Original cinematic concept image for a South Asian epic series, 16:9 composition intended for UHD delivery; realistic anatomy, textured materials, restrained filmic colour and motivated light. Spacious ceremonial arena with ordered audience tiers, shaded royal seats and a clear central challenge apparatus, whose precise mechanics must match the verified source. Timber, stone and woven canopies create scale. Garlands concentrate at entrances while the action floor remains uncluttered. Bright indirect daylight makes contestants, bow and target visibly separate. Text-free image, purposeful environmental detail, clean subject separation, detailed yet natural surfaces; actual generated pixel dimensions must be checked rather than assumed to be native 4K.","No captions, logos, watermark, modern objects, fantasy plate armour, gratuitous gold, plastic skin, beauty-filter face, neon aura, extra limbs, fused fingers, duplicated subjects, deformed anatomy, inconsistent costume, impossible reflections, random architecture, sexualized framing or gore. No caste or morality encoded through complexion.",Do not assume popular-retelling mechanics; verify apparatus and lock positions first.
LO_KHANDAVA,location,Khandava living forest,"Original cinematic concept image for a South Asian epic series, 16:9 composition intended for UHD delivery; realistic anatomy, textured materials, restrained filmic colour and motivated light. Dense geographically readable forest with stream crossing, distinctive split-trunk tree and three canopy layers. Birds nest above; small tracks mark the water margin and fallen wood supports new growth. Sun reaches the stream in scattered patches while undergrowth stays damp. Establish one specific living place with recognizable landmarks before any source-grounded later transformation. Text-free image, purposeful environmental detail, clean subject separation, detailed yet natural surfaces; actual generated pixel dimensions must be checked rather than assumed to be native 4K.","No captions, logos, watermark, modern objects, fantasy plate armour, gratuitous gold, plastic skin, beauty-filter face, neon aura, extra limbs, fused fingers, duplicated subjects, deformed anatomy, inconsistent costume, impossible reflections, random architecture, sexualized framing or gore. No caste or morality encoded through complexion.",Pre-event baseline; preserve stream/tree landmarks; burning requires source scene and ecological gravity.
LO_INDRAPRASTHA,location,Indraprastha,"Original cinematic concept image for a South Asian epic series, 16:9 composition intended for UHD delivery; realistic anatomy, textured materials, restrained filmic colour and motivated light. Developing royal city on an open plain, planned main road, stone-and-timber halls, water channels, productive gardens and active work areas appropriate to its chosen narrative stage. The palace occupies the same connected landscape. Late sunlight reveals differences between finished walls and working structures; people and carts provide human scale. Text-free image, purposeful environmental detail, clean subject separation, detailed yet natural surfaces; actual generated pixel dimensions must be checked rather than assumed to be native 4K.","No captions, logos, watermark, modern objects, fantasy plate armour, gratuitous gold, plastic skin, beauty-filter face, neon aura, extra limbs, fused fingers, duplicated subjects, deformed anatomy, inconsistent costume, impossible reflections, random architecture, sexualized framing or gore. No caste or morality encoded through complexion.",Label construction versus completed stage; preserve road/channel/palace orientation.
LO_MAYA_HALL,location,Maya's hall,"Original cinematic concept image for a South Asian epic series, 16:9 composition intended for UHD delivery; realistic anatomy, textured materials, restrained filmic colour and motivated light. Spatially coherent splendid assembly hall with repeated carved columns, broad central route, reflective stone floors and carefully placed clear pools. High daylight produces convincing reflections, confusing perception only where intended by the narrative. Fine inlay and craftsmanship supply richness through pale stone, warm timber and controlled metal. Establish the complete route before close shots. Text-free image, purposeful environmental detail, clean subject separation, detailed yet natural surfaces; actual generated pixel dimensions must be checked rather than assumed to be native 4K.","No captions, logos, watermark, modern objects, fantasy plate armour, gratuitous gold, plastic skin, beauty-filter face, neon aura, extra limbs, fused fingers, duplicated subjects, deformed anatomy, inconsistent costume, impossible reflections, random architecture, sexualized framing or gore. No caste or morality encoded through complexion.",Plan floor/water zones; no moving pools; no later dice-game staging in current source-bound episodes.
LO_MAGADHA,location,Magadha fortified court,"Original cinematic concept image for a South Asian epic series, 16:9 composition intended for UHD delivery; realistic anatomy, textured materials, restrained filmic colour and motivated light. Austere fortified royal centre among dry foothills, massive weathered stone gate, timber upper galleries and a wide hard-packed courtyard suitable for a physical challenge. Sparse hardy trees and ochre dust establish climate. Grazing late daylight reveals wall texture while the central ground stays open. A clear route connects gate and ruler's seat. Text-free image, purposeful environmental detail, clean subject separation, detailed yet natural surfaces; actual generated pixel dimensions must be checked rather than assumed to be native 4K.","No captions, logos, watermark, modern objects, fantasy plate armour, gratuitous gold, plastic skin, beauty-filter face, neon aura, extra limbs, fused fingers, duplicated subjects, deformed anatomy, inconsistent costume, impossible reflections, random architecture, sexualized framing or gore. No caste or morality encoded through complexion.",Opening Sabha/Jarasandha arc only; fixed gate/gallery/contest area; no imported later battles.
CH_KRIPA,character,Kripa,"Create an original canonical reference for Kripa. A lean mature teacher with a long angular face, neatly tied black-and-gray hair and short beard, ash-beige teaching cloth with a narrow green border; erect measured posture, a simple practice bow held safely downward. Open training courtyard, soft dawn under neem shade, earth and timber details. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Do not confuse with Drona; keep narrow face and green border.
CH_ASHWATTHAMA,character,Ashwatthama,"Create an original canonical reference for Ashwatthama. Young adult warrior with a square jaw, heavy brows, dark hair tied high, a small discreet forehead gem design, deep clay-red cloth and a simple leather shoulder guard; watchful expression. Training-ground edge beneath a tree, dusty afternoon light. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Separate child and adult references. Never borrow Drona’s white beard.
CH_DHRISHTADYUMNA,character,Dhrishtadyumna,"Create an original canonical reference for Dhrishtadyumna. Adult Panchala prince with a broad brow, strong straight nose, shoulder-length tied dark hair, copper-red silk and a restrained ceremonial belt; formal assured stance. Leaf-garlanded Panchala pavilion, filtered daylight, a heavy competition bow in background. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Draupadi’s brother; same fire-born identity through ceremony and investigation.
CH_DHAUMYA,character,Dhaumya,"Create an original canonical reference for Dhaumya. Middle-aged priest with an oval face, short gray-streaked beard and modest knotted hair, ochre-gray cotton, small ritual cord, expressive gentle hands, calm direct gaze. Simple forest hermitage with a stream and woven mats, no grand temple. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.","Keep distinct from Vyasa, Drona, Vasishta and the frame narrators."
CH_HIDIMBI,character,Hidimbi,"Create an original canonical reference for Hidimbi. Strong adult forest woman, wide expressive eyes, brown skin, dark hair tied with woven fibers, earth-green layered cloth and small wood ornaments; confident protective bearing. Moonlit forest edge with ferns, massive roots and cool mist, warm reflected firelight. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",No tribal caricature or seductive pose; same identity as Ghatotkacha’s mother.
CH_HIDIMBA,character,Hidimba,"Create an original canonical reference for Hidimba. Large adult forest warrior with a long face, thick eyebrows and dark tied hair, rough rust-brown woven cloth, powerful shoulders and a confrontational stance; no horns. Night clearing with looming trunks and disturbed leaves. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.","Hidimbi’s brother, not her child; physical distinction through scale and costume."
CH_GHATOTKACHA,character,Ghatotkacha grown,"Create an original canonical reference for Ghatotkacha grown. Powerful young adult with rounded close-shaven head, broad face recalling Bhima and Hidimbi, brown skin, forest-green and rust travel cloth, modest practical belt and warm alert eyes. Lake-edge path beneath tall sal-like trees, pale early light, mist receding. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Supernatural maturation needs explicit transition; separate infant reference.
CH_ADHIRATHA,character,Adhiratha,"Create an original canonical reference for Adhiratha. Older charioteer with weathered kind face, salt-gray short hair and beard, plain indigo cotton, work-worn hands, simple sandals; dignified upright stance without royal ornaments. Outside a timber arena at low sunset, chariot wheel in soft focus. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Karna’s foster father; no caricature of social status.
CH_RADHA,character,Radha,"Create an original canonical reference for Radha. Mature nurturing woman with a broad warm face, silver strands in a low dark braid, faded maroon cotton sari-like drape, simple bangles and steady eyes. Modest household beside chariot-work sheds, warm window light and woven baskets. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Karna’s foster mother; distinct from Kunti at every age.
CH_PUROCHANA,character,Purochana,"Create an original canonical reference for Purochana. Middle-aged court agent with an ordinary narrow face, neat beard and dark hair, ochre-brown administrative dress, controlled polite smile and hands clasped formally. Freshly decorated Varanavata guest-house entrance, flowering branches and unsettling shaded interior. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",No visual demon coding; deceptive hospitality comes from action.
CH_KANIKA,character,Kanika,"Create an original canonical reference for Kanika. Elder political adviser with thin lips, observant eyes, short gray beard, plain cream and muted brown cloth; one open hand beside carved animal tokens. Private lamp-lit court chamber with deep timber grain, no magical darkness. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.","Counsel is the character’s view, never narrator endorsement."
CH_BAKA,character,Baka,"Create an original canonical reference for Baka. Massive adult rakshasa warrior, original strong features, coarse dark hair, heavy earth-brown cloth and practical forest ornaments; physically imposing without horns or racial caricature. Rocky grove beyond Ekachakra, dense roots and patches of hard sunlight. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Maintain size relative to Bhima; depict threat without gore or comic eating.
CH_ANGARAPARNA,character,Angaraparna also called Chitraratha,"Create an original canonical reference for Angaraparna also called Chitraratha. Graceful adult Gandharva with a narrow elegant face, dark shoulder-length hair, muted teal cloth and fine silver-toned ornaments, calm eyes that can shift from pride to reflection. Moonlit Ganga beside an ornate but credible wooden chariot, reeds and torch reflections. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Names refer to the same story figure here; retain damaged chariot state after duel.
CH_TAPATI,character,Tapati,"Create an original canonical reference for Tapati. Adult solar princess with composed oval face, deep brown eyes, long black hair, warm gold natural silk and very restrained ornaments; luminous through backlight, not glowing skin. High meadow and wooded valley, wind in grasses and soft sun rays. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Ancestor’s story; do not reuse Draupadi or Subhadra’s face.
CH_SAMVARANA,character,Samvarana,"Create an original canonical reference for Samvarana. Adult ancestral king with an angular face, dark curled hair and short beard, muted blue and bronze travel garments, exhausted yet attentive eyes. Mountain grove beside a tired horse, soft late light and distant valley. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Different generation from Arjuna; separate royal and ascetic-waiting costumes.
CH_VASISHTA,character,Vasishta,"Create an original canonical reference for Vasishta. Elder sage with a long gentle face, full silver beard, high gray hair knot, unbleached cloth and a simple staff, grief-capable human expression. Quiet hermitage with Nandini the cow in distant shade, clear stream and broad leaves. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Do not use Drona’s warrior posture or Vyasa’s face.
CH_VISHVAMITRA,character,Vishvamitra as king,"Create an original canonical reference for Vishvamitra as king. Strong adult king with a high brow, dark hair tied back, trimmed beard and muted iron-red travel attire; pride conveyed through posture rather than cruelty. Forest hermitage boundary after hospitality, distant attendants and dappled light. Cinematic painterly realism, one coherent 16:9 composition designed for a 3840x2160 master, detailed natural skin or feathers and tactile materials, controlled depth of field, clear readable silhouette, restrained cinematic color, motivated light. Neutral identity reference with no unrelated action. Keep enough of the environment to establish scale. Costume, age and location styling are adaptation choices, not historical claims. Lock this design before producing story shots.","No modern objects, logos, generated writing, plastic costumes, duplicate identities, fused limbs, deformed hands, unrelated architecture, sexualized presentation or graphic injury. Do not replace an existing approved reference.",Separate later ascetic stage; no instant appearance change within a scene.
